Dataset,Number of Points,Total Execution Time (s),Iteration Execution Time (s),Average Time per Point (s),Peak Memory Usage (MiB)
bunny_points.txt,5000,5.528891509999999,0.5528891509999999,0.0011057783019999,274.83984375
bunny_points.txt,4000,4.77229688,0.477229688,0.00119307422,274.17578125
bunny_points.txt,3000,3.87759583,0.387759583,0.0012925319433333,273.40234375
bunny_points.txt,2000,2.960392236,0.2960392236,0.001480196118,272.953125
bunny_points.txt,1000,1.3166771660000003,0.13166771660000004,0.0013166771660000002,272.0390625
